,,,Pellgu Drini I Bardhë,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lumi,,,Lumi i Istogut,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kodi i stacioni,,,RV01_021,,,,,,RV01_022,,,,,,,,,,,,,,,,,,,,,
,Vendmostrimi,,,Istog,,,,,,Zllakuqan,,,,,,,,,,,,,,,,,,,,,
,Viti,2013,,Prill,Shtator,Min,Mes,Max,Numri I mostrave,Mars,Prill,Maj,3mujori I,Qershor,Korrik,Gusht,3mujori II,Shtator,Tetor,Nëntor,3mujori III,Dhjetor,Janar,Shkurt,3mujoriIV,Min,Mes,Max,Median,Devstandart,Numri I mostrave
,Data,,,16.04.2013,04.09.2013,,,,,13.03.2013,16.04.2013,20.05.2013,,27.06.2013,31.07.2013,,,04.09.2013,,,,,31.01.2013,14.02.2013,,,,,,,
Numri I parametrave,Treguesit ,Simboli ,Njësia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PARAMETRAT FIZIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Ora,h,0:00,11:45,13:45,,,,,11:50,14:30,14:20,,13:15,13:45,,,19:05,,,,,12:10,12:10,,,,,,,
1002,Moti,M,vrojtim,me diell,diell,,,,,vranet,me diell,me diell,,vranet,diell,,,diell,,,,,diell,vranet,,,,,,,
1003,Temperatura e ujit ,Tu,0C,9.7,8.9,8.900,9.300,9.700,2,9,11.6,13.1,11.233,12.9,16.6,,14.750,15.3,,,15.300,,6.3,6.9,6.600,6.300,11.463,16.600,12.250,3.769,8
1004,Temperatura e ajrit,TA,0C,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1005,Aroma ,Ar,nuhatje,pa ,pa,0.000,,0.000,0,pa,pa,pa,,pa,pa,,,pa,,,,,pa,pa,,0.000,,0.000,,,0
1006,Ngjyra,Ngj,Co/Pt,,pa,0.000,,0.000,0,,,,,,pa,,,pa,,,,,,,,0.000,,0.000,,,0
1007,Turbullira,Tur,NTU,10.5,0.3,0.300,5.400,10.500,2,12.2,161,19,64.067,18.6,13.4,,16.000,18.2,,,18.200,,16.6,102,59.300,12.200,45.125,161.000,18.400,55.648,8
1008,Perqueshmëria elektrike,χ,µS/cm,276,321,276.000,298.500,321.000,2,324,321,328,324.333,334,360,,347.000,361,,,361.000,,363,339,351.000,321.000,341.250,363.000,336.500,17.548,8
1009,Materiet e tretshme në ujë,M.tert.,mg/l,138,160,138.000,149.000,160.000,2,161,160,164,161.667,167,180,,173.500,180,,,180.000,,181,170,175.500,160.000,170.375,181.000,168.500,8.831,8
1010,Përqëndrimi i jonit hidrogjen,pH,0-14,7.76,8.4,7.760,8.080,8.400,2,8.06,8.16,7.95,8.057,8.28,8.3,,8.290,8.48,,,8.480,,8.12,7.99,8.055,7.950,8.168,8.480,8.140,0.178,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Oksigjeni i tretur ,OT,mg/l O2,11.1,6.67,6.670,8.885,11.100,2,8.52,5.84,7.52,7.293,,8.89,,8.890,6.54,,,6.540,,6.38,9.3,7.840,5.840,7.570,9.300,7.520,1.361,7
1013,Ngopshmëria me oksigjen,NgO,%,107,78.6,78.600,92.800,107.000,2,73.7,58.8,79.5,70.667,,91.2,,91.200,79.6,,,79.600,,64.4,96.2,80.300,58.800,77.629,96.200,79.500,13.425,7
1014,Shpenzimi kimik i oksigjenit,SHKO,mg/l O2,1.9,6.2,1.900,4.050,6.200,2,4.9,9.7,4.6,6.400,21,4.3,,12.650,39.5,,,39.500,,3,1.4,2.200,1.400,11.050,39.500,4.750,13.056,8
1015,Shpenzimi kimik i oksigjenit me dikromat,SHKO-Cr,mg/l O2,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1016,Shpenzimi biokimik i oksigjenit ,SHBO5,mg/l O2,,,0.000,,0.000,0,1.9,4.3,0.6,2.267,9.8,0.4,,5.100,18.3,,,18.300,,1.3,0.5,0.900,0.400,4.638,18.300,1.600,6.363,8
1017,Shpenzimi biokimik i oksigjenit ,SHBO7,mg/l O2,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1018,Karboni organik total ,KOT,mg/l C,1,2.6,1.000,1.800,2.600,2,1.4,2.9,1.3,1.867,6.5,1.3,,3.900,12.3,,,12.300,,0.9,0.4,0.650,0.400,3.375,12.300,1.350,4.091,8
1019,Meteriet totale të suspenduara ,MTS,mg/l,,0.15,0.150,0.150,0.150,1,37.5,17.2,10.9,21.867,4.6,6.1,,5.350,0.15,,,0.150,,6.7,11.6,9.150,0.150,11.844,37.500,8.800,11.567,8
1020,Detergjentet ,DET,mg/l,0.15,0.15,0.150,0.150,0.150,2,0.15,0.15,0.15,0.150,0.15,0.15,,0.150,0.15,,,0.150,,0.15,0.15,0.150,0.150,0.150,0.150,0.150,0.000,8
1021,Joni nitratet ,NO3-,mg/l,1.8,0.15,0.150,0.975,1.800,2,7.5,5.3,3.9,5.567,5.5,4.0,,4.750,6.5,,,6.500,,11.6,10.7,11.150,3.900,6.875,11.600,6.000,2.903,8
1022,Azoti i nitrateve,N-NO3-,mg/l N,0.407,0.15,0.150,0.278,0.407,2,1.695,1.198,0.881,1.258,1.243,0.904,,1.074,1.469,,,1.469,,2.622,2.418,2.520,0.881,1.554,2.622,1.356,0.656,8
1023,Joni nitrit ,NO2-,mg/l,0.051,0.0045,0.005,0.028,0.051,2,0.072,0.087,0.104,0.088,0.166,0.167,,0.167,0.106,,,0.106,,0.032,,0.032,0.032,0.105,0.167,0.104,0.049,7
1024,Azoti i nitriteve,N-NO2-,mg/l N,0.016,0.0045,0.005,0.010,0.016,2,0.022,0.026,0.032,0.027,0.050,0.051,,0.051,0.032,,,0.032,,0.010,,0.010,0.010,0.032,0.051,0.032,0.015,7
1025,Joni amonium,NH4+,mg/l,,1.08,1.080,1.080,1.080,1,0.451,3.29,0.116,1.286,3.189,4.06,,3.625,1.744,,,1.744,,3.737,,3.737,0.116,2.370,4.060,3.189,1.602,7
1026,Azoti i amoniumit,N-NH4+,mg/l N,,0.840,0.840,0.840,0.840,1,0.351,2.560,0.090,1.000,2.481,3.159,,2.820,1.357,,,1.357,,2.907,,2.907,0.090,1.844,3.159,2.481,1.246,7
1027,Azoti total inorganik,ATI,mg/l N,0.422,0.995,0.422,0.709,0.995,2,2.068,3.784,1.003,2.285,3.775,4.113,,3.944,2.858,,,2.858,,5.539,2.418,3.978,1.003,3.195,5.539,3.316,1.405,8
1028,Amoniumi i pajonizuar,NH3,mg/l,,0.790,0.790,0.790,0.790,1,0.330,2.406,0.085,0.940,2.332,2.969,,2.651,1.275,,,1.275,,2.733,,2.733,0.085,1.733,2.969,2.332,1.172,7
1029,Azoti i amoniumit te pajonizuar,N-NH3,mg/l N,,0.650,0.650,0.650,0.650,1,0.271,1.980,0.070,0.774,1.919,2.444,,2.182,1.050,,,1.050,,2.249,,2.249,0.070,1.426,2.444,1.919,0.964,7
1030,Azoti total organik+inorganik,AT,mg/l N,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1031,Azoti total organik,ATO,mg/l N,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1032,Ortofosfatet,PO43-,mg/l,0.141,0.127,0.127,0.134,0.141,2,0.16,0.176,0.161,0.166,,,,,0.246,,,0.246,,0.069,,0.069,0.069,0.162,0.246,0.161,0.063,5
1033,Fosfori I ortofosfateve,P - PO43- ,mg/l P,0.046,0.041,0.041,0.044,0.046,2,0.052,0.057,0.052,0.054,,,,,0.080,,,0.080,,0.022,,0.022,0.022,0.053,0.080,0.052,0.021,5
1034,Fosfori total (poli+orto),Ptot.,mg/l ,,,0.000,,0.000,0,0.124,0.1,0.134,0.119,0.065,0.065,,0.065,0.093,,,0.093,,0.05,,0.050,0.050,0.090,0.134,0.093,0.032,7
1035,Joni sulfat ,SO42-,mg/l,,1.3,1.300,1.300,1.300,1,8.3,8.5,7.1,7.967,7.5,7.9,,7.700,2.1,,,2.100,,11,,11.000,2.100,7.486,11.000,7.900,2.689,7
1036,Fortësia e përgjithshme ,Fp,0dH,8.4,8.68,8.400,8.540,8.680,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1037,Fortësia e Kalciumit,Fca,mg/l,7.7,7.70,7.700,7.700,7.700,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1038,Fortësia e Magnezit,FMg,mg/l,0.7,0.98,0.700,0.840,0.980,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1039,Jonet e Kalciumit,Ca+,mg/l,55.055,55.06,55.055,55.055,55.055,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1040,Jonet e Magnezit,Mg+,mg/l,3.038,4.25,3.038,3.646,4.253,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1041,P-Alkaliteti,Pa,ml e 0.1M HCl,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1042,M-Alkaliteti,Ma,ml e 0.1M HCl,2.85,2.76,2.760,2.805,2.850,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1043,Alkaliteti total,AT,mmol/l HCl,2.850,2.76,2.760,2.805,2.850,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1044,Bikarbonatet ,HCO3-,mg/l,173.85,168.4,168.360,171.105,173.850,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1045,Klori i lirë,Cl2,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1046,Kloruret ,Cl-,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1047,Silikatet,SiO32-,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1048,Silici në Silikate,Si - SiO32-,mg/l Si,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1049,Klorofil a,Chlorophyll a,µg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1050,Fenolet ,C6H5OH,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
