,,,Pellgu Drini i Bardhë,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lumi,, ,Toplluha,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kodi i stacionit,,,RV01_091,,,,,,RV01_092,,,,,,,,,,,,,,,,,,,,,
,Vendmostrimi,,,Buqallë,,,,,,Piranë,,,,,,,,,,,,,,,,,,,,,
,Viti,2013,,Prill,Dhjetor,Min,Mes,Max,Numri I mostrave,Mars,Prill,Maj,3mujori I,Qershor,Korrik,Gusht,3mujori II,Shtator,Tetor,Nëntor,3mujori III,Dhjetor,Janar,Shkurt,3mujoriIV,Min,Mes,Max,Median,Devstandart,Numri I mostrave
,Data,,,29.04.2013,12.12.2013,,,,,28.03.2013,29.04.2013,29.05.2013,,26.06.2013,31.07.2013,,,,,21.11.2013,,,23.01.2013,28.02.2013,,,,,,,
Numri I parametrave,Treguesit ,Simboli ,Njësia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PARAMETRAT FIZIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Ora,h,0:00,10:48,14:20,,,,,13:50,13:25,10:45,,11:05,11:30,,,,,14:50,,,10:50,11:35,,,,,,,
1002,Moti,M,vrojtim,diell,vranet,,,,,me diell,me diell,me diell,,me diell,diell,,,,,vranet,,,vranet,vranet,,,,,,,
1003,Temperatura e ujit ,Tu,0C,15.2,1.5,1.500,8.350,15.200,2,10.4,19.3,15.1,14.933,16.8,21.5,,19.150,,,13,13.000,,7.8,6.8,7.300,6.800,13.838,21.500,14.050,5.311,8
1004,Temperatura e ajrit,TA,0C,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1005,Aroma ,Ar,nuhatje,pa,pa,0.000,,0.000,0,pa,pa,pa,,pa,pa,,,,,pa,,,pa,pa,,0.000,,0.000,,,0
1006,Ngjyra,Ngj,Co/Pt,pa,pa,0.000,,0.000,0,,pa,,,,pa,,,,,pa,,,,,,0.000,,0.000,,,0
1007,Turbullira,Tur,NTU,15.8,10.1,10.100,12.950,15.800,2,38,122,8.2,56.067,2,23,,12.500,,,14.5,14.500,,20,14,17.000,2.000,30.213,122.000,17.250,38.604,8
1008,Perqueshmëria elektrike,χ,µScm-1,482,548,482.000,515.000,548.000,2,511,582,540,544.333,534,554,,544.000,,,578,578.000,,579,570,574.500,511.000,556.000,582.000,562.000,25.785,8
1009,Materiet e tretshme në ujë,M.tert.,mg/l,241,274,241.000,257.500,274.000,2,255,191,270,238.667,267,270,,268.500,,,290,290.000,,290,283,286.500,191.000,264.500,290.000,270.000,32.076,8
1010,Përqëndrimi i jonit hidrogjen,pH,0-14,7.97,,7.970,7.970,7.970,1,7.9,8.02,8.42,8.113,7.85,8.21,,8.030,,,,,,8.21,8.32,8.265,7.850,8.133,8.420,8.210,0.215,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Oksigjeni i tretur ,OT,mg/l O2,5.7,10.58,5.700,8.140,10.580,2,6.6,8.99,8.57,8.053,,9.03,,9.030,,,,,,6.84,8.71,7.775,6.600,8.123,9.030,8.640,1.103,6
1013,Ngopshmëria me oksigjen,NgO,%,63,86.2,63.000,74.600,86.200,2,76,101.5,87.5,88.333,,102.3,,102.300,,,,,,71.4,92.8,82.100,71.400,88.583,102.300,90.150,12.865,6
1014,Shpenzimi kimik i oksigjenit,SHKO,mg/l O2,3.8,2.0,2.000,2.900,3.800,2,12.5,3.5,9.7,8.567,2.2,3.5,,2.850,,,4.5,4.500,,10,1.2,5.600,1.200,5.888,12.500,4.000,4.210,8
1015,Shpenzimi kimik i oksigjenit me dikromat,SHKO-Cr,mg/l O2,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1016,Shpenzimi biokimik i oksigjenit ,SHBO5,mg/l O2,1.4,,1.400,1.400,1.400,1,3.5,1.9,4.3,3.233,0.8,2.8,,1.800,,,1.1,1.100,,3.1,0.5,1.800,0.500,2.250,4.300,2.350,1.384,8
1017,Shpenzimi biokimik i oksigjenit ,SHBO7,mg/l O2,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1018,Karboni organik total ,KOT,mg/l C,1.0,0.8,0.800,0.900,1.000,2,3.8,1.5,2.9,2.733,0.6,0.9,,0.750,,,1.1,1.100,,3.2,0.15,1.675,0.150,1.769,3.800,1.300,1.348,8
1019,Meteriet totale të suspenduara ,MTS,mg/l,30.0,13.1,13.100,21.550,30.000,2,21,22.2,28.1,23.767,17.6,27.8,,22.700,,,32.0,32.000,,17.2,9.6,13.400,9.600,21.938,32.000,21.600,7.251,8
1020,Detergjentet ,DET,mg/l,0.15,0.15,0.150,0.150,0.150,2,0.15,1.0,0.15,0.433,0.15,0.15,,0.150,,,0.15,0.150,,0.15,0.15,0.150,0.150,0.256,1.000,0.150,0.301,8
1021,Joni nitratet ,NO3-,mg/l,13.3,0.15,0.150,6.725,13.300,2,10.2,0.15,11.7,7.350,11.1,8.5,,9.800,,,11.3,11.300,,14.8,13.9,14.350,0.150,10.206,14.800,11.200,4.520,8
1022,Azoti i nitrateve,N-NO3-,mg/l N,3.006,0.15,0.150,1.578,3.006,2,2.305,0.15,2.644,1.700,2.509,1.921,,2.215,,,2.554,2.554,,3.345,3.141,3.243,0.150,2.321,3.345,2.531,0.985,8
1023,Joni nitrit ,NO2-,mg/l,0.0045,0.041,0.005,0.023,0.041,2,0.178,0.566,0.51,0.418,0.552,0.547,,0.550,,,0.501,0.501,,0.24,0.0045,0.122,0.005,0.387,0.566,0.506,0.215,8
1024,Azoti i nitriteve,N-NO2-,mg/l N,0.0045,0.012,0.005,0.008,0.012,2,0.054,0.172,0.155,0.127,0.168,0.166,,0.167,,,0.152,0.152,,0.073,0.0045,0.039,0.005,0.118,0.172,0.154,0.065,8
1025,Joni amonium,NH4+,mg/l,0.129,1.52,0.129,0.825,1.520,2,0.358,0.209,0.209,0.259,1.478,3.696,,2.587,,,2.168,2.168,,1.16,,1.160,0.209,1.325,3.696,1.160,1.279,7
1026,Azoti i amoniumit,N-NH4+,mg/l N,0.100,1.183,0.100,0.641,1.183,2,0.279,0.163,0.163,0.201,1.150,2.875,,2.013,,,1.687,1.687,,0.902,,0.902,0.163,1.031,2.875,0.902,0.995,7
1027,Azoti total inorganik,ATI,mg/l N,3.111,1.345,1.345,2.228,3.111,2,2.638,0.485,2.962,2.028,3.826,4.963,,4.395,,,4.393,4.393,,4.320,3.146,3.733,0.485,3.342,4.963,3.486,1.402,8
1028,Amoniumi i pajonizuar,NH3,mg/l,0.094,1.112,0.094,0.603,1.112,2,0.262,0.153,0.153,0.189,1.081,2.703,,1.892,,,1.586,1.586,,0.848,,0.848,0.153,0.969,2.703,0.848,0.935,7
1029,Azoti i amoniumit te pajonizuar,N-NH3,mg/l N,0.078,0.915,0.078,0.496,0.915,2,0.215,0.126,0.126,0.156,0.890,2.225,,1.557,,,1.305,1.305,,0.698,,0.698,0.126,0.798,2.225,0.698,0.770,7
1030,Azoti total organik+inorganik,AT,mg/l N,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1031,Azoti total organik,ATO,mg/l N,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1032,Ortofosfatet,PO43-,mg/l,0.0015,0.024,0.002,0.013,0.024,2,0.293,0.136,0.483,0.304,0.249,0.373,,0.311,,,0.74,0.740,,0.214,,0.214,0.136,0.355,0.740,0.293,0.203,7
1033,Fosfori I ortofosfateve,P - PO43- ,mg/l P,0.0015,0.008,0.002,0.005,0.008,2,0.096,0.044,0.157,0.099,0.081,0.122,,0.101,,,0.241,0.241,,0.070,,0.070,0.044,0.116,0.241,0.096,0.066,7
1034,Fosfori total (poli+orto),Ptot.,mg/l ,,,0.000,,0.000,0,0.13,0.111,0.18,0.140,0.18,0.132,,0.156,,,0.301,0.301,,0.075,,0.075,0.075,0.158,0.301,0.132,0.073,7
1035,Joni sulfat ,SO42-,mg/l,17.5,,17.500,17.500,17.500,1,30.1,30.2,25.2,28.500,21,30.8,,25.900,,,26.6,26.600,,18.7,,18.700,18.700,26.086,30.800,26.600,4.774,7
1036,Fortësia e përgjithshme ,Fp,0dH,14.00,15.80,14.000,14.900,15.800,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1037,Fortësia e Kalciumit,Fca,mg/l,10.30,11.90,10.300,11.100,11.900,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1038,Fortësia e Magnezit,FMg,mg/l,3.70,3.90,3.700,3.800,3.900,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1039,Jonet e Kalciumit,Ca+,mg/l,73.65,85.09,73.645,79.365,85.085,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1040,Jonet e Magnezit,Mg+,mg/l,16.06,16.93,16.058,16.492,16.926,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1041,P-Alkaliteti,Pa,ml 0.1 e HCl,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1042,M-Alkaliteti,Ma,ml 0.1 e HCl,4.67,5.47,4.670,5.070,5.470,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1043,Alkaliteti total,AT,mmol/l HCl,4.670,5.470,4.670,5.070,5.470,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1044,Bikarbonatet ,HCO3-,mg/l,284.9,333.7,284.870,309.270,333.670,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1045,Klori i lirë,Cl2,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1046,Kloruret ,Cl-,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1047,Silikatet,SiO32-,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1048,Silici në Silikate,Si - SiO32-,mg/l Si,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1049,Klorofil a,Chlorophyll a,µg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1050,Fenolet ,C6H5OH,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
